code,coords
"""EB20""=>NULL","48.7741, 7.1289"
"""EB10""=>NULL","48.9067, 6.4838"
"""B14""=>""30""","48.8745, 6.3199"
"""EB10""=>NULL","48.7274, 7.2437"
"""EB20""=>NULL","49.4230, 6.3813"
"""EB20""=>NULL","49.3661, 6.3544"
"""B33""=>""30""","49.3471, 6.1419"
"""EB10""=>NULL","48.9092, 6.5364"
"""EB20""=>NULL","49.0585, 6.7915"
"""B14""=>""30""","49.3365, 6.3177"
"""B14""=>""30""","48.7642, 7.1537"
"""EB10""=>NULL","49.0098, 6.9564"
"""B14""=>""30""","48.6352, 7.0094"
"""EB20""=>NULL","48.0456, 7.2059"
"""EB20""=>NULL","49.0540, 6.8437"
"""EB10""=>NULL","48.9614, 6.5030"
"""B33""=>""70""","48.9516, 6.4845"
"""EB20""=>NULL","49.0686, 6.1363"
"""EB10""=>NULL","49.1527, 7.4525"
"""C107""=>NULL","48.5757, 7.7278"
"""B14""=>""50""","48.0176, 6.5805"
"""B33""=>""30""","48.7787, 7.8716"
"""B14""=>""30""","49.0874, 6.7220"
"""B14""=>""50""","49.0536, 6.6205"
"""EB20""=>NULL","48.9900, 6.5526"
"""EB10""=>NULL","49.1127, 7.1817"
"""EB20""=>NULL","48.4330, 4.1179"
"""B14""=>""30""","48.7804, 7.8735"
"""B14""=>""30""","48.7329, 7.0559"
"""B14""=>""30""","49.3174, 6.0939"
"""B14""=>""30""","48.7928, 6.9974"
"""B14""=>""30""","49.3223, 6.5419"
"""B14""=>""90"", ""M9z""=>""rappel""","48.0149, 5.2423"
"""EB20""=>NULL","49.2427, 6.0318"
"""B14""=>""30""","48.9885, 7.0163"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1126, 5.1790"
"""B33""=>""30""","49.2375, 6.6341"
"""B14""=>""70""","48.8043, 6.8891"
"""EB10""=>NULL","49.2474, 6.4181"
"""B31""=>NULL","48.1096, 5.1617"
"""B14""=>""30""","49.8125, 4.5825"
"""EB10""=>NULL","48.8693, 7.6945"
"""B14""=>""30""","49.1752, 6.7177"
"""EB10""=>NULL","48.4930, 3.7323"
"""B14""=>""30""","49.1947, 6.6946"
"""B14""=>""30""","49.0989, 6.5126"
"""EB20""=>NULL","48.8879, 6.4614"
"""EB20""=>NULL","49.1335, 7.1306"
"""EB20""=>NULL","48.6663, 7.0253"
"""EB10""=>NULL","49.0560, 7.2627"
"""EB20""=>NULL","48.9248, 6.4073"
"""EB10""=>NULL","48.1725, 7.5480"
"""EB20""=>NULL","49.4397, 6.3683"
"""EB10""=>NULL","49.4210, 6.3777"
"""EB10""=>NULL","48.7624, 7.1512"
"""EB10""=>NULL","48.9770, 6.7398"
"""B14""=>""30""","48.7042, 7.0230"
"""EB10""=>NULL","48.2027, 4.0034"
"""B14""=>""90"", ""M9z""=>""rappel""","47.9045, 5.2895"
"""B14""=>""70"", ""M9z""=>""rappel""","49.2854, 4.0241"
"""B14""=>""30""","49.1708, 6.8748"
"""B14""=>""30""","49.3335, 6.3507"
"""B14""=>""20""","49.2046, 6.9557"
"""B14""=>""30""","48.6838, 6.9240"
"""B14""=>""30""","49.0401, 6.7069"
"""EB20""=>NULL","48.8665, 6.3913"
"""EB20""=>NULL","48.6727, 6.7768"
"""EB20""=>NULL","49.3193, 6.0275"
"""EB10""=>NULL","49.7840, 4.7203"
"""EB10""=>NULL","48.8941, 6.6090"
"""B14""=>""30""","49.1441, 6.8872"
"""B14""=>""50""","48.9523, 6.9319"
"""EB10""=>NULL","49.1812, 6.1009"
"""B33""=>""30""","48.6719, 6.1611"
"""EB20""=>NULL","48.6546, 6.8263"
"""B14""=>""30""","49.1509, 6.1923"
"""B14""=>""30""","49.2668, 4.8293"
"""B14""=>""70""","47.8355, 5.5365"
"""EB10""=>NULL","48.8856, 6.6934"
"""EB20""=>NULL","48.6793, 6.9656"
"""EB20""=>NULL","48.6740, 7.0947"
"""EB20""=>NULL","48.7602, 6.9825"
"""EB10""=>NULL","48.6832, 6.9174"
"""EB10""=>NULL","48.9477, 6.4316"
"""EB20""=>NULL","48.6481, 6.8124"
"""EB10""=>NULL","49.4518, 6.4499"
"""B14""=>""30""","49.2327, 6.0313"
"""B33""=>""70""","49.2154, 6.9186"
"""EB10""=>NULL","48.9539, 7.9045"
"""B14""=>""30""","48.6312, 7.7536"
"""B33""=>""70""","49.1012, 6.0342"
"""B31""=>NULL","48.7981, 7.7820"
"""EB20""=>NULL","49.1337, 6.4606"
"""EB20""=>NULL","48.6346, 7.0228"
"""EB10""=>NULL","48.9863, 6.9471"
"""B14""=>""50""","49.2062, 6.1326"
"""B14""=>""30""","48.8443, 6.2878"
"""EB10""=>NULL","48.9158, 6.3247"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1279, 7.1159"
"""B14""=>""50""","47.9034, 5.1882"
"""B14""=>""30""","48.1824, 4.1217"
"""B14""=>""30""","48.7545, 5.5989"
"""B14""=>""30""","48.6822, 7.5721"
"""B14""=>""30""","49.2282, 6.1090"
"""EB10""=>NULL","49.2952, 6.2122"
"""EB10""=>NULL","49.1461, 7.4643"
"""B14""=>""30""","49.1623, 7.0226"
"""EB20""=>NULL","48.9921, 7.0204"
"""EB20""=>NULL","48.7723, 7.1396"
"""EB10""=>NULL","49.0657, 7.2638"
"""B14""=>""70""","48.6319, 7.0059"
"""B14""=>""70"", ""M9z""=>""rappel""","49.0881, 6.0377"
"""EB20""=>NULL","49.0558, 6.2721"
"""EB20""=>NULL","48.9864, 6.5554"
"""B14""=>""30""","49.1497, 6.1488"
"""B14""=>""70""","49.1370, 6.7390"
"""B14""=>""30""","49.4912, 5.8718"
"""B14""=>""30""","48.6721, 7.3563"
"""B14""=>""30""","49.2619, 6.1052"
"""B14""=>""70""","49.1334, 6.4665"
"""EB10""=>NULL","49.2175, 6.1194"
"""EB10""=>NULL","49.3990, 6.2867"
"""EB10""=>NULL","49.4397, 6.3684"
"""EB20""=>NULL","49.0267, 6.6789"
"""EB20""=>NULL","48.6410, 7.0132"
"""B14""=>""70""","49.2872, 6.4043"
"""B14""=>""30""","49.3184, 6.0938"
"""B14""=>""30""","48.7824, 6.5282"
"""EB10""=>NULL","48.7307, 7.0357"
"""EB10""=>NULL","48.6755, 7.1487"
"""B14""=>""50""","49.1537, 6.1864"
"""EB20""=>NULL","49.0430, 6.7049"
"""B14""=>""30""","49.1987, 6.8589"
"""B33""=>""30""","49.0393, 6.1920"
"""EB20""=>NULL","49.0414, 6.7886"
"""EB20""=>NULL","49.3020, 6.5205"
"""B14""=>""50"", ""M9z""=>""rappel""","48.5964, 7.7491"
"""EB20""=>NULL","48.7245, 7.1599"
"""EB20""=>NULL","48.6670, 6.9878"
"""B33""=>""30""","49.1227, 7.0970"
"""B14""=>""30""","49.0370, 6.1646"
"""EB20""=>NULL","48.6860, 6.8053"
"""B14""=>""70""","48.6583, 7.0460"
"""EB20""=>NULL","49.3589, 6.3198"
"""B14""=>""50""","48.8656, 6.7420"
"""EB10""=>NULL","48.9426, 6.4649"
"""B14""=>""30""","49.2430, 6.0814"
"""B14""=>""50""","49.0421, 6.1571"
"""B33""=>""30""","48.7327, 7.0558"
"""EB20""=>NULL","49.0942, 7.0891"
"""B14""=>""30""","48.9721, 6.2193"
"""B14""=>""30""","49.1128, 6.7096"
"""EB10""=>NULL","49.1133, 6.8414"
"""EB20""=>NULL","49.1176, 6.9669"
"""B14""=>""50""","48.0518, 4.9153"
"""B14""=>""50""","48.1097, 5.1618"
"""B14""=>""30""","49.1981, 6.1383"
"""B14""=>""50""","49.1313, 6.6190"
"""EB10""=>NULL","49.1237, 6.8177"
"""EB20""=>NULL","49.3649, 6.5383"
"""B14""=>""30""","49.3142, 6.2572"
"""EB20""=>NULL","49.0419, 6.7129"
"""B14""=>""30""","49.1873, 6.3314"
"""EB10""=>NULL","49.1370, 7.4187"
"""B14""=>""30""","48.7510, 7.1016"
"""EB20""=>NULL","48.8909, 6.8995"
"""B33""=>""30""","48.5238, 5.1107"
"""EB10""=>NULL","49.1105, 6.1286"
"""B14""=>""30""","49.2380, 6.6339"
"""EB10""=>NULL","49.1077, 6.0310"
"""B14""=>""30""","49.1727, 6.7246"
"""B14""=>""70""","48.6083, 7.0189"
"""EB10""=>NULL","48.6900, 6.9617"
"""B33""=>""70""","48.7491, 7.0128"
"""EB20""=>NULL","48.7778, 7.1445"
"""B14""=>""10""","49.1375, 6.1808"
"""B14""=>""30""","48.6299, 7.1183"
"""B14""=>""30""","48.8201, 7.1519"
"""B14""=>""30""","48.8240, 7.1490"
"""EB10""=>NULL","49.0418, 7.1906"
"""B14""=>""30""","49.0533, 7.1486"
"""EB10""=>NULL","49.2241, 6.4686"
"""EB20""=>NULL","48.9442, 6.2806"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0529, 7.1327"
"""EB20""=>NULL","49.1337, 6.3922"
"""B14""=>""30""","49.2564, 6.2375"
"""B14""=>""50""","49.1262, 6.7176"
"""EB10""=>NULL","49.0500, 6.3822"
"""B33""=>""30""","49.3174, 6.0938"
"""EB20""=>NULL","48.8678, 6.7560"
"""B33""=>""70""","49.2763, 6.5117"
"""EB20""=>NULL","48.9182, 6.4745"
"""EB20""=>NULL","48.7774, 7.1043"
"""B14""=>""70"", ""M9z""=>""rappel""","48.7007, 5.9347"
"""EB10""=>NULL","49.0848, 6.5419"
"""B14""=>""70""","49.1361, 6.7834"
"""B14""=>""50""","48.7292, 7.0396"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1363, 6.1583"
"""B14""=>""30""","48.7767, 7.0894"
"""B33""=>""30""","48.7315, 7.0634"
"""EB10""=>NULL","49.3200, 6.4274"
"""B33""=>""70""","49.1365, 6.6804"
"""B14""=>""30""","49.1512, 6.9538"
"""EB10""=>NULL","48.8385, 7.1768"
"""C108""=>NULL","49.0491, 6.1413"
"""EB10""=>NULL","49.0591, 6.6546"
"""EB10""=>NULL","49.3187, 6.2782"
"""EB20""=>NULL","49.3400, 6.3804"
"""B14""=>""30""","49.3092, 6.4049"
"""B14""=>""30""","48.5239, 5.1106"
"""EB20""=>NULL","48.6755, 6.5315"
"""EB20""=>NULL","48.8625, 6.8185"
"""B14""=>""30""","49.1261, 7.0804"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1176, 6.7219"
"""EB10""=>NULL","48.8813, 6.8442"
"""B14""=>""30""","49.1224, 6.9697"
"""EB20""=>NULL","49.1553, 6.9178"
"""EB10""=>NULL","48.9431, 6.9536"
"""B14""=>""30"", ""M9z""=>""rappel""","49.0793, 6.6951"
"""B33""=>""30""","49.0746, 7.2731"
"""EB10""=>NULL","49.3536, 6.0903"
"""B14""=>""30""","48.8738, 6.3196"
"""B33""=>""30""","49.3536, 6.0901"
"""EB10""=>NULL","48.6963, 6.9717"
"""B14""=>""30""","49.1537, 6.9568"
"""B14""=>""30""","48.5993, 7.6753"
"""B14""=>""30""","49.0437, 7.2712"
"""B14""=>""70""","49.2355, 6.0323"
"""B14""=>""30""","49.3520, 6.1874"
"""B14""=>""30""","49.1725, 6.6351"
"""EB10""=>NULL","48.6476, 7.0772"
"""EB20""=>NULL","49.2468, 6.3821"
"""EB10""=>NULL","49.1489, 6.0061"
"""EB20""=>NULL","49.0285, 7.1587"
"""EB10""=>NULL","48.9273, 6.8133"
"""EB10""=>NULL","48.8863, 6.8199"
"""EB10""=>NULL","48.6260, 6.9706"
"""EB10""=>NULL","48.8554, 6.8802"
"""EB10""=>NULL","48.9545, 6.1429"
"""EB20""=>NULL","48.6366, 7.0143"
"""B14""=>""30""","49.1555, 6.9601"
"""EB20""=>NULL","49.3260, 6.4785"
"""B14""=>""30""","49.1382, 7.0030"
"""EB10""=>NULL","49.0555, 6.0536"
"""EB10""=>NULL","48.6552, 6.9619"
"""B14""=>""70""","48.8040, 6.8874"
"""B14""=>""30""","48.4904, 7.4582"
"""EB10""=>NULL","48.9282, 6.6739"
"""B14""=>""30""","49.8102, 4.2633"
"""EB20""=>NULL","49.4008, 6.3009"
"""B14""=>""30""","49.0050, 7.1830"
"""B14""=>""30""","49.0963, 6.5104"
"""B14""=>""70""","48.7197, 7.2204"
"""B14""=>""30""","49.3055, 6.1211"
"""EB10""=>NULL","49.2173, 4.8406"
"""B14""=>""30""","48.6663, 7.3303"
"""B33""=>""30""","49.1540, 6.9576"
"""B14""=>""30""","48.9045, 6.5287"
"""B14""=>""30""","49.1250, 7.1023"
"""EB20""=>NULL","49.0078, 6.1599"
"""EB10""=>NULL","49.3284, 6.5417"
"""B14""=>""30""","49.1007, 6.5839"
"""B33""=>""30""","49.0382, 7.1697"
"""B33""=>""70""","48.8795, 6.7715"
"""B14""=>""30""","49.1790, 6.5003"
"""EB10""=>NULL","49.0023, 6.5275"
"""EB20""=>NULL","49.0472, 7.2170"
"""B14""=>""30""","49.2396, 6.4800"
"""EB20""=>NULL","48.9636, 6.8703"
"""B14""=>""30"", ""M9z""=>""rappel""","49.3569, 6.0892"
"""EB10""=>NULL","49.1335, 7.1307"
"""EB10""=>NULL","48.8548, 7.0791"
"""B14""=>""30""","49.2445, 6.0818"
"""M2""=>""500 m"", ""B14""=>""30""","49.1959, 6.8715"
"""EB20""=>NULL","49.2526, 6.2365"
"""EB10""=>NULL","48.7458, 7.2281"
"""B14""=>""70"", ""M9z""=>""rappel""","48.9840, 7.4853"
"""B14""=>""70""","49.0819, 6.5993"
"""EB10""=>NULL","48.8970, 6.6271"
"""EB10""=>NULL","48.6757, 6.7788"
"""B14""=>""30""","49.1436, 6.8863"
"""B14""=>""30""","49.0057, 6.4367"
"""EB10""=>NULL","49.0040, 6.4362"
"""B14""=>""70"", ""M9z""=>""rappel""","49.2812, 6.1212"
"""EB20""=>NULL","49.0728, 6.5612"
"""EB10""=>NULL","49.1508, 6.9053"
"""EB10""=>NULL","48.8823, 6.6974"
"""EB20""=>NULL","49.0982, 7.0808"
"""EB10""=>NULL","49.2468, 6.6773"
"""B14""=>""30"", ""M9z""=>""rappel""","49.0592, 6.1560"
"""B14""=>""70""","49.2027, 6.9547"
"""B14""=>""90""","49.2159, 6.1507"
"""B14""=>""30""","49.1229, 6.9178"
"""EB10""=>NULL","48.7311, 7.0645"
"""EB10""=>NULL","48.7429, 7.0853"
"""B33""=>""30""","49.1393, 6.8403"
"""B14""=>""30"", ""M4g""=>NULL","48.6782, 7.8586"
"""EB10""=>NULL","49.0287, 7.1486"
"""EB10""=>NULL","49.3509, 6.5594"
"""B33""=>""30""","49.2394, 6.6337"
"""B14""=>""70""","49.2301, 6.2208"
"""EB20""=>NULL","48.8510, 6.6476"
"""B31""=>NULL","49.3466, 6.4183"
"""EB10""=>NULL","48.7736, 6.5637"
"""B33""=>""70""","49.0332, 6.1787"
"""EB10""=>NULL","48.9079, 6.8121"
"""EB10""=>NULL","49.1050, 6.5969"
"""EB20""=>NULL","48.9523, 6.1415"
"""B14""=>""30""","48.7420, 7.0409"
"""EB10""=>NULL","49.1574, 6.2642"
"""B14""=>""70""","49.1921, 6.6100"
"""B14""=>""30""","49.1882, 6.3304"
"""EB10""=>NULL","49.1989, 6.8582"
"""EB10""=>NULL","48.7609, 6.9813"
"""EB10""=>NULL","49.1000, 6.5603"
"""B14""=>""30""","49.3825, 6.4846"
"""EB20""=>NULL","49.4210, 6.3784"
"""B14""=>""30""","47.8683, 5.3316"
"""EB20""=>NULL","48.6873, 7.2052"
"""EB20""=>NULL","49.3684, 6.3466"
"""EB20""=>NULL","48.6460, 7.2794"
"""B33""=>""30""","49.0532, 7.0328"
"""B14""=>""70""","48.9895, 7.4416"
"""EB10""=>NULL","48.8618, 6.5819"
"""B14""=>""30""","49.2738, 6.3965"
"""EB20""=>NULL","48.9540, 6.8821"
"""B14""=>""30""","49.0781, 6.1918"
"""EB20""=>NULL","48.9886, 6.7080"
"""EB10""=>NULL","48.6830, 7.2226"
"""B14""=>""30""","48.6957, 6.9979"
"""B33""=>""30""","49.0012, 7.3786"
"""B14""=>""30""","49.1802, 6.1057"
"""EB20""=>NULL","49.1155, 6.9405"
"""B14""=>""50""","48.6545, 6.8259"
"""B14""=>""30""","49.2226, 6.0589"
"""B14""=>""30""","49.4431, 6.3628"
"""B14""=>""30""","49.3036, 6.0540"
"""B14""=>""70""","49.1417, 6.7747"
"""EB10""=>NULL","48.7764, 7.1345"
"""B14""=>""30""","49.2355, 6.4804"
"""B14""=>""50""","49.3133, 6.1226"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0846, 6.7104"
"""B14""=>""70""","49.1027, 6.8586"
"""B14""=>""30""","48.6906, 6.9685"
"""EB10""=>NULL","48.6303, 7.0387"
"""B33""=>""30""","49.1683, 6.8756"
"""EB20""=>NULL","48.9985, 6.0562"
"""B14""=>""30""","49.0986, 6.5485"
"""B14""=>""30""","49.3160, 6.2886"
"""EB20""=>NULL","49.2299, 6.2270"
"""EB10""=>NULL","48.7619, 6.6461"
"""EB10""=>NULL","49.1913, 6.4152"
"""EB10""=>NULL","48.8172, 7.1670"
"""B14""=>""30""","49.7538, 4.7264"
"""B14""=>""30""","49.1578, 6.6508"
"""B14""=>""20""","49.5569, 4.3118"
"""B33""=>""70""","48.8679, 6.7723"
"""B14""=>""30""","48.7328, 7.0546"
"""B14""=>""30""","49.1070, 6.9790"
"""B14""=>""30""","48.6362, 7.0088"
"""B14""=>""30""","48.6699, 6.9577"
"""EB10""=>NULL","48.7118, 7.1626"
"""B14""=>""30""","49.3521, 6.1873"
"""EB10""=>NULL","49.3099, 6.4048"
"""B14""=>""30""","48.7381, 7.2526"
"""B14""=>""50"", ""M9z""=>""rappel""","49.3160, 6.0926"
"""EB10""=>NULL","49.3744, 6.2834"
"""B14""=>""30""","49.1687, 6.0484"
"""B14""=>""30""","49.1465, 6.8124"
"""EB10""=>NULL","49.1280, 6.2258"
"""B14""=>""30""","48.7722, 7.7438"
"""EB20""=>NULL","48.9908, 7.9684"
"""EB10""=>NULL","49.4071, 6.4488"
"""B14""=>""30""","49.1241, 7.1441"
"""B14""=>""30""","49.3184, 6.0883"
"""EB20""=>NULL","48.8379, 6.5861"
"""B14""=>""30""","49.3232, 6.1802"
"""B14""=>""70""","49.1338, 6.9944"
"""EB20""=>NULL","49.3536, 6.0901"
"""B14""=>""30""","49.3445, 6.1868"
"""EB10""=>NULL","48.9214, 6.5344"
"""EB20""=>NULL","48.6404, 7.1351"
"""B14""=>""30""","49.3163, 6.0906"
"""EB20""=>NULL","48.8553, 6.8803"
"""EB20""=>NULL","49.0836, 6.4440"
"""B14""=>""70""","48.7199, 7.2279"
"""B14""=>""70""","49.2747, 6.1367"
"""B14""=>""70"", ""M9z""=>""rappel""","49.0594, 7.4022"
"""EB10""=>NULL","49.0384, 6.8345"
"""EB10""=>NULL","48.8842, 6.8951"
"""EB10""=>NULL","48.9234, 6.5367"
"""EB10""=>NULL","48.9178, 6.6126"
"""B14""=>""50""","49.2394, 6.6335"
"""B14""=>""30""","48.7761, 6.5327"
"""M2""=>""100 m"", ""B14""=>""30""","49.2626, 6.1550"
"""B14""=>""30"", ""M9z""=>""rappel""","49.0592, 6.1558"
"""EB10""=>NULL","49.3432, 6.3021"
"""B14""=>""30""","49.1640, 6.8717"
"""EB20""=>NULL","48.6398, 7.0947"
"""B14""=>""30""","49.3178, 6.4236"
"""EB10""=>NULL","48.3701, 3.7730"
"""EB20""=>NULL","48.8086, 6.3333"
"""EB20""=>NULL","48.7754, 7.1356"
"""EB20""=>NULL","48.7719, 7.0220"
"""EB10""=>NULL","48.8210, 7.0114"
"""EB10""=>NULL","49.3634, 6.3566"
"""EB20""=>NULL","49.3290, 6.4730"
"""B14""=>""30""","48.8923, 6.3952"
"""B14""=>""30""","49.1503, 6.9530"
"""EB20""=>NULL","49.0572, 6.2364"
"""B14""=>""30""","49.0791, 6.0637"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1525, 6.1350"
"""B14""=>""30""","49.1527, 7.0972"
"""B33""=>""30""","49.0620, 6.5949"
"""B33""=>""30""","49.0620, 7.0375"
"""EB20""=>NULL","49.1106, 6.8052"
"""B14""=>""70""","49.2820, 6.1263"
"""B14""=>""30""","49.2023, 6.9256"
"""B14""=>""30"", ""M9z""=>""rappel""","49.0937, 6.0869"
"""EB20""=>NULL","49.1166, 6.3627"
"""EB20""=>NULL","48.9205, 6.4738"
"""EB10""=>NULL","48.6539, 7.2454"
"""B14""=>""50""","49.1425, 6.9441"
"""EB10""=>NULL","48.6477, 6.8914"
"""B14""=>""30""","49.1992, 6.9201"
"""EB20""=>NULL","49.1563, 6.2565"
"""B14""=>""30""","49.2844, 6.1186"
"""EB20""=>NULL","48.8548, 7.0793"
"""B14""=>""30""","49.1009, 7.0868"
"""B14""=>""30""","49.2471, 6.4652"
"""B33""=>""30""","49.1504, 6.9531"
"""B14""=>""30""","48.7354, 7.0583"
"""B33""=>""30""","49.2675, 6.1126"
"""B14""=>""70""","48.6764, 7.0173"
"""B14""=>""90""","49.0306, 7.4072"
"""B14""=>""90""","48.1264, 4.3572"
"""EB10""=>NULL","49.1853, 6.9779"
"""B14""=>""30""","49.2476, 6.2922"
"""B33""=>""30""","48.5703, 7.4290"
"""EB10""=>NULL","49.2013, 6.5811"
"""B14""=>""30""","49.3388, 6.3754"
"""B14""=>""30""","49.1269, 6.8938"
"""B14""=>""30""","48.8197, 7.2785"
"""EB10""=>NULL","48.7132, 7.6296"
"""B14""=>""50"", ""M9z""=>""rappel""","48.7270, 7.0697"
"""B33""=>""30""","48.3291, 7.2684"
"""B33""=>""30""","49.3609, 6.0883"
"""EB20""=>NULL","48.7863, 6.5377"
"""B14""=>""50"", ""M9z""=>""rappel""","48.7266, 7.0484"
"""B14""=>""30""","49.2564, 6.0721"
"""B14""=>""50""","48.5940, 7.0134"
"""EB20""=>NULL","49.0999, 6.5602"
"""EB10""=>NULL","48.8880, 6.4614"
"""EB10""=>NULL","49.0579, 6.2701"
"""EB10""=>NULL","48.6878, 6.9321"
"""EB10""=>NULL","49.0369, 6.7473"
"""EB10""=>NULL","48.8624, 6.8184"
"""EB20""=>NULL","49.2671, 6.2017"
"""B14""=>""30"", ""M4f""=>""3.5t""","49.3440, 6.0471"
"""EB20""=>NULL","49.1005, 6.5821"
"""B14""=>""20"", ""M4g""=>NULL","49.4036, 6.2959"
"""B14""=>""30""","48.9629, 6.4558"
"""B14""=>""30""","49.0513, 6.6036"
"""B14""=>""50""","49.1875, 6.0003"
"""EB10""=>NULL","48.8042, 6.8892"
"""EB10""=>NULL","48.6861, 6.8054"
"""B14""=>""50""","48.9721, 6.5324"
"""EB10""=>NULL","48.7715, 6.8006"
"""B14""=>""30""","49.1474, 6.1516"
"""B14""=>""30""","49.0469, 6.6063"
"""EB10""=>NULL","48.9742, 7.3858"
"""EB20""=>NULL","49.0535, 6.7512"
"""B14""=>""30""","49.1074, 6.3094"
"""B14""=>""50"", ""M9z""=>""rappel""","47.7326, 7.4233"
"""B14""=>""30""","49.1706, 6.7229"
"""B14""=>""30""","49.1745, 6.1165"
"""EB20""=>NULL","49.2992, 6.3116"
"""EB20""=>NULL","48.8043, 6.8892"
"""B33""=>""30""","49.2942, 6.1131"
"""B14""=>""30""","49.1309, 6.1985"
"""B14""=>""30""","48.4300, 6.1789"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2510, 4.1118"
"""EB10""=>NULL","48.2405, 3.9435"
"""B14""=>""90""","48.6615, 3.6977"
"""EB20""=>NULL","49.0904, 4.9086"
"""B33""=>""30""","48.4325, 6.1738"
"""B33""=>""30""","49.1235, 7.1466"
"""EB20""=>NULL","49.4075, 6.4907"
"""B14""=>""70""","48.7492, 7.0128"
"""EB10""=>NULL","49.1611, 6.6475"
"""EB20""=>NULL","49.2630, 6.1508"
"""B14""=>""30""","49.5800, 4.8123"
"""EB10""=>NULL","49.1921, 6.9125"
"""EB20""=>NULL","49.2607, 6.3496"
"""EB20""=>NULL","49.0275, 6.9337"
"""EB10""=>NULL","48.7472, 7.1393"
"""C208""=>NULL","49.2184, 6.1742"
"""EB20""=>NULL","48.6819, 6.9684"
"""EB10""=>NULL","48.9755, 6.4085"
"""B14""=>""30""","49.1976, 6.8632"
"""EB20""=>NULL","49.2474, 6.4183"
"""EB20""=>NULL","49.1302, 6.9348"
"""B14""=>""30""","49.2338, 6.0318"
"""EB20""=>NULL","49.0728, 6.0779"
"""EB10""=>NULL","48.6328, 7.0144"
"""B14""=>""30""","49.0600, 6.1633"
"""EB10""=>NULL","49.2782, 6.4031"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1128, 6.0944"
"""B14""=>""30""","48.7364, 6.6596"
"""B14""=>""30""","49.1629, 7.0218"
"""EB20""=>NULL","48.8256, 6.7061"
"""B14""=>""30""","49.1463, 6.3347"
"""B14""=>""30""","49.1121, 6.3057"
"""B14""=>""30""","49.1934, 6.6948"
"""EB10""=>NULL","49.2414, 6.5124"
"""EB20""=>NULL","49.2429, 6.6230"
"""B33""=>""30""","48.4319, 6.1745"
"""B14""=>""50""","48.5481, 7.7293"
"""B14""=>""110""","48.3489, 7.5534"
"""EB10""=>NULL","48.7316, 6.6113"
"""EB10""=>NULL","49.0977, 7.2726"
"""B14""=>""30""","49.0793, 6.0742"
"""EB20""=>NULL","49.2467, 6.6771"
"""B33""=>""30""","49.3853, 6.4912"
"""B14""=>""70""","49.1803, 6.6545"
"""B14""=>""30"", ""M9z""=>""rappel""","49.0644, 6.5890"
"""B14""=>""30""","49.0179, 6.7822"
"""B14""=>""70""","48.7458, 7.1421"
"""B14""=>""70"", ""M9z""=>""rappel""","48.9861, 7.4446"
"""B14""=>""30""","48.9852, 7.0141"
"""EB10""=>NULL","49.0207, 6.2459"
"""B14""=>""30""","49.2433, 6.0322"
"""B14""=>""30""","49.1225, 7.0965"
"""B14""=>""30""","49.1684, 6.8755"
"""B14""=>""70""","49.0348, 6.7004"
"""B14""=>""30""","49.1232, 7.0837"
"""B14""=>""30""","49.0999, 5.9904"
"""B33""=>""90""","48.6061, 4.9108"
"""B14""=>""130""","48.1802, 5.7427"
"""EB10""=>NULL","49.1722, 7.4373"
"""B14""=>""90""","48.1407, 4.2998"
"""B14""=>""30""","49.0745, 7.2732"
"""EB20""=>NULL","48.6413, 6.9036"
"""EB20""=>NULL","49.2742, 6.4112"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2421, 3.9443"
"""EB10""=>NULL","49.2132, 6.7148"
"""EB10""=>NULL","47.5315, 7.5189"
"""B33""=>""30""","49.1938, 6.6948"
"""EB10""=>NULL","49.0758, 7.3486"
"""B14""=>""30""","49.0547, 5.9949"
"""EB10""=>NULL","48.1417, 7.3323"
"""EB10""=>NULL","49.2216, 6.0104"
"""EB10""=>NULL","49.3735, 6.1092"
"""EB10""=>NULL","48.7748, 7.1753"
"""B14""=>""30""","49.2265, 6.2146"
"""B14""=>""110""","48.1145, 5.1099"
"""EB20""=>NULL","48.6597, 7.2634"
"""B14""=>""70""","48.7270, 7.0414"
"""B14""=>""70""","49.1394, 6.7756"
"""B14""=>""70""","47.7028, 5.2948"
"""B14""=>""50""","48.9618, 4.3888"
"""B14""=>""50""","49.1394, 6.8041"
"""EB10""=>NULL","48.9459, 6.4329"
"""B14""=>""70""","48.1365, 6.2552"
"""B14""=>""30""","47.9842, 7.2836"
"""B14""=>""90""","48.5572, 5.5166"
"""EB10""=>NULL","48.8478, 6.7862"
"""B14""=>""70""","48.6024, 7.0506"
"""B14""=>""80""","48.2342, 6.5209"
"""B14""=>""30""","49.2477, 6.0898"
"""B14""=>""30""","48.9407, 8.1651"
"""B14""=>""50""","49.6702, 4.7595"
"""B14""=>""30""","48.8549, 6.8791"
"""EB20""=>NULL","48.7323, 7.2515"
"""B14""=>""20""","48.5724, 7.7142"
"""B14""=>""30""","49.3403, 6.0771"
